job_id,job_title,job_date,job_loc,city_id,job_summary,job_salary,job_education,job_url,company_name,company_type,search_time,search_position,source,search_qualified
0031e33b6d7d2877,Business Controller,2022-05-25,Postcode 5211 in Den Bosch,14.0,"As Business Controller in this position, you focus on our sourcing department, however you will develop a broad view of the business.",[],master,https://www.indeed.nl/rc/clk?jk=0031e33b6d7d2877&fccid=a125e42080372f4c&vjs=3,BrandLoyalty,employer,2022-06-24 00:10:31,RA,indeed.nl,True
00dbfe0d00c8a097,Business Controller,2022-05-25,Postcode 2964 in Groot-Ammers,650.0,"Je bent verantwoordelijk voor de regio’s midden en noord.
Je draagt bij aan de transitie van administratie naar regio control.",[],master,https://www.indeed.nl/rc/clk?jk=00dbfe0d00c8a097&fccid=b276dfdf5b2d0aae&vjs=3,Mourik Industry,employer,2022-06-24 00:10:31,RA,indeed.nl,True
013ac2bf6f7f6fb4,Credit Model Strategist,2022-06-22,Thuiswerken in Postcode 3521 in Utrecht,3.0,"Manage stakeholders like regulators and auditors.
Help coordinate the bank’s efforts surrounding the credit models, reporting to auditor and regulators.",[],master,https://www.indeed.nl/rc/clk?jk=013ac2bf6f7f6fb4&fccid=db0b8cca1616eafb&vjs=3,Rabobank,employer,2022-06-24 00:02:40,auditor,indeed.nl,True
01dd1deabded95e8,FP&A Manager - Business Line Controller,2022-05-25,Veldhoven,55.0,As a FP&A manager you act as a strong partner for the Business Line Finance Business partners and the Business Line middle management.,[],master,https://www.indeed.nl/rc/clk?jk=01dd1deabded95e8&fccid=57ed5f0210b0681a&vjs=3,ASML,employer,2022-06-24 00:10:31,RA,indeed.nl,True
022aa65b28ff04e4,Junior Consultant Corporate Finance,2022-05-25,Breda,8.0,"Als Junior Corporate Finance Adviseur houd je je bezig met strategische vraagstukken, waardebepalingen, overnamebegeleiding, financierings- en…","[2500, 3000]",master,https://www.indeed.nl/rc/clk?jk=022aa65b28ff04e4&fccid=4370fd483c9140b3&vjs=3,Rousch,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,False
026521cdf61887a7,Controleleider,2022-05-25,Amsterdam,2.0,"HBO accountancy/bedrijfseconomie of je bent in het bezit (of in de afrondende fase) van de post-master RA.
Als controleleider houd je je voornamelijk bezig met…","[4100, 6600]",master,https://www.indeed.nl/rc/clk?jk=026521cdf61887a7&fccid=86a55298a6d106a2&vjs=3,One Arrow,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,True
03d3bc5048e09951,Junior Financial Controller,2022-05-25,Hybride werken in Utrecht,3.0,"Geen enkele andere organisatie krijgt deze data zo snel door als onze opdrachtgever.
Zij hebben alle kennis in huis om jou te helpen ontwikkelen binnen…",[],master,https://www.indeed.nl/rc/clk?jk=03d3bc5048e09951&fccid=53d29e1b974742b3&vjs=3,Joust,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,False
043e44c01f5d9e5f,Webshop Manager NXT Level,2022-06-17,Hoofddorp,822.0,"Do you have experience working with internal and external stakeholders?
You will be the main stakeholder in regard to the website’s development, experience,…",[],master,https://www.indeed.nl/rc/clk?jk=043e44c01f5d9e5f&fccid=866742159440b006&vjs=3,Basic-Fit,employer,2022-06-24 00:09:45,CPA,indeed.nl,False
0486e6c6d949de5b,Operational Risk Manager,2022-05-25,Schiphol,253.0,"Preparation of ISAE reporting and supervision of external auditor during testing.
This department is responsible for coordinating risk management for both the…",[],master,https://www.indeed.nl/rc/clk?jk=0486e6c6d949de5b&fccid=c9b9e477b3c84b4d&vjs=3,CBRE,employer,2022-06-24 00:02:40,auditor,indeed.nl,True
048a80235a2fe830,Internal Auditor,2022-05-25,Zaandam,30.0,"Within several business processes (such as marketing, commerce, logistics, real estate, supply chain, IT) you will investigate if the operational processes…","[70000, 80000]",master,https://www.indeed.nl/rc/clk?jk=048a80235a2fe830&fccid=c3f215f3f2d5561b&vjs=3,ahold,employer,2022-06-24 00:02:40,auditor,indeed.nl,False
04ac036ee0a5521d,Privacy compliance consultant/auditor,2022-06-24,Rotterdam,4.0,"De functie van compliance consultant/auditor*.
Deze functie combineer je met de rol van compliance auditor.
Je hebt een afgeronde bachelor of master opleiding …",[],master,https://www.indeed.nl/company/DMCC/jobs/Privacy-Compliance-Consultant-Auditor-04ac036ee0a5521d?fccid=b3831e833a1305e4&vjs=3,DMCC Nederland B.V.,employer,2022-06-24 00:02:40,auditor,indeed.nl,False
04afcd4430649625,Clinical Director for Oncology and Women's Health,2022-05-25,Weesp,824.0,"Provides clinical development expertise to study teams, project teams and to the overall assigned TA ( Oncology and womens health ) in order to deliver state of…",[],master,https://www.indeed.nl/rc/clk?jk=04afcd4430649625&fccid=77426fa86bb11d7c&vjs=3,Abbott Laboratories,employer,2022-06-24 00:10:31,RA,indeed.nl,False
04f6f2fc69d392d8,Finance Manager,2022-05-25,Vlaardingen,797.0,"Manage and performance the daily activities of the accounting tasks.
To work with the office team to ensure that the accounting and financial policies…",[],master,https://www.indeed.nl/rc/clk?jk=04f6f2fc69d392d8&fccid=954e55536232ffe0&vjs=3,Catenon,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,True
0507091b41ca2adb,Analyst - Accounting Policy and Reporting,2022-05-25,Amersfoort,799.0,"In this role, as an Analyst – Accounting Policy & Reporting (‘APR’) for CBRE Investment Accounting and Reporting Solutions (‘CBRE IA&R’), you will work in an…",[],master,https://www.indeed.nl/rc/clk?jk=0507091b41ca2adb&fccid=c9b9e477b3c84b4d&vjs=3,CBRE,employer,2022-06-24 00:09:45,CPA,indeed.nl,True
057de5933d18f72e,Financial Analyst,2022-05-25,Nieuw-Vennep,,"Minimum of 3 years accounting or audit experience.
A degree in Business administration (accounting concentration and master degree preferred).",[],master,https://www.indeed.nl/rc/clk?jk=057de5933d18f72e&fccid=45760e614a6eb614&vjs=3,Frendz Finance,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,True
0581e091f1879ab8,Manager Finance Operations,2022-05-31,Amsterdam,2.0,You will implement automation and robotization to enable the team to work efficiently and to process a high volume of transactions.,"[80000, 90000]",master,https://www.indeed.nl/rc/clk?jk=0581e091f1879ab8&fccid=59726437233e2325&vjs=3,Vroom Hekkema,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,True
059d0a23b7477bef,"Analyst, Prospects and Studies",2022-06-01,Limburg,,"Demonstrated ability to team up and network with a large variety of stakeholders (senior management, other departments including HR units and Finance, staff…",[],master,https://www.indeed.nl/pagead/clk?mo=r&ad=-6NYlbfkN0APe9drEwi-Kbywdygab2dl8_doSw5EZ11Olc7PrDx106wLX4lixki6J_uwC8-JU9A0xlVlzur6ZKjICNoCY1H5ijUyOyJ5GZMdwOR06vPSbv2gOFy9FvDrvoA5Zfr7guHiQoO2EwDFATYqylXL46p-qtA0g4hYY-eHziNmMshK9SAGyQZ6kVFAZj30WWpjDzbwRLQewsb9MBSbbM4G44afHfJKhAJESQYHKBrJq55cVjawvgRQHSRX6FljXYkQH4IH9m60byPrfS45aAIfEysZdm6oyBLRe0KOU9nim62vkf_4Dm55KnfrT1XURRmh4R25UsGTlCvXiCG26m_UFSexa04HRc813e0r27RRgQMl-Hcl99iKRDH1QtQ4ha7jqtPzgH6G_Pp_5XS3QIGiHIrMXxGD5zAQ00vzqkY234s1AqXsuJzVdi7_WORQZhfqRGstJC-Oso2qfA==&xkcb=SoC8-_M3cJa9Eex84Z0LbzkdCdPP&p=11&fvj=0&vjs=3,European Patent Office (EPO),employer,2022-06-24 00:02:40,auditor,indeed.nl,True
0650ce034541d0af,Assistent Accountant Samenstelpraktijk,2022-05-25,Rotterdam,4.0,"Onze opdrachtgever is een middelgroot belastingadviseurs- en accountantskantoor.
Ze zijn gevestigd aan de rand van Rotterdam, vlakbij de havens.",[],master,https://www.indeed.nl/rc/clk?jk=0650ce034541d0af&fccid=d780a55033ec88b0&vjs=3,Carrièrekantoor,recruiter,2022-06-24 00:10:58,RA,indeed.nl,True
07a647ccf5951f66,FP&A Manager,2022-06-14,Hoevelaken,292.0,"Je voert de regie van het budgettering, forecasting en reporting proces.
Je hebt een belangrijke rol in de ontwikkeling en implementatie van het nieuwe Unica…",[],master,https://www.indeed.nl/rc/clk?jk=07a647ccf5951f66&fccid=157debf495e993fc&vjs=3,LIME Search&Connection,recruiter,2022-06-24 00:10:58,RA,indeed.nl,True
08770b58efcdc3b1,Security Risk & Control Manager,2022-06-23,Veldhoven,55.0,The Security Risk & Control Framework Manger will be responsible to collaborate with different sectors (Business) and with the RBA Internal Control team to…,[],master,https://www.indeed.nl/rc/clk?jk=08770b58efcdc3b1&fccid=57ed5f0210b0681a&vjs=3,ASML,employer,2022-06-24 00:02:40,auditor,indeed.nl,False
0884964d84f25cfc,Valuation Analyst,2022-05-25,Amsterdam,2.0,"Experience with fair value accounting (US GAAP and IFRS) and knowledge of valuation concepts regarding debt/equity financial instruments.
CPA/CA/RA a plus.",[],master,https://www.indeed.nl/rc/clk?jk=0884964d84f25cfc&fccid=1a620804436aa753&vjs=3,YER,recruiter,2022-06-24 00:09:26,accountancy,indeed.nl,True
08ba3f0740c4b59a,QA Specialist (medical devices),2022-06-03,Postcode 1017 in Amsterdam Centrum,2.0,"Full-time · Herengracht 458, 1017CA Amsterdam.
Maintain and continuously improve the Quality Management System (QMS), and perform related activities (Complaints…",[],master,https://www.indeed.nl/rc/clk?jk=08ba3f0740c4b59a&fccid=3e926df800880044&vjs=3,Serrix,employer,2022-06-24 00:10:31,RA,indeed.nl,False
