job_id,job_title,job_date,job_loc,city_id,job_summary,job_salary,job_education,job_url,company_name,company_type,search_time,search_position,source,search_qualified
0031e33b6d7d2877,Business Controller,2022-05-24,Postcode 5211 in Den Bosch,14.0,"Act as the key contact person and central escalation point for the organization on inventory related topics, including contacts with auditors.",[],master,https://www.indeed.nl/rc/clk?jk=0031e33b6d7d2877&fccid=a125e42080372f4c&vjs=3,BrandLoyalty,employer,2022-06-23 00:23:52,auditor,indeed.nl,True
0050aa937f8a35f3,Subcontractor Verifier,2022-05-24,Rotterdam,4.0,"Position Type:Contractor On Demand.
U bent verantwoordelijk voor de planning en uitvoering van verificaties van de broeikasgasemissies bij onze klanten, evenals…",[],master,https://www.indeed.nl/rc/clk?jk=0050aa937f8a35f3&fccid=51e6d37e31a6306f&vjs=3,Lloyd's Register Group,employer,2022-06-23 00:23:52,auditor,indeed.nl,False
013ac2bf6f7f6fb4,Credit Model Strategist,2022-06-22,Thuiswerken in Postcode 3521 in Utrecht,3.0,"Manage stakeholders like regulators and auditors.
Help coordinate the bank’s efforts surrounding the credit models, reporting to auditor and regulators.",[],master,https://www.indeed.nl/rc/clk?jk=013ac2bf6f7f6fb4&fccid=db0b8cca1616eafb&vjs=3,Rabobank,employer,2022-06-23 00:23:52,auditor,indeed.nl,True
026521cdf61887a7,Controleleider,2022-05-24,Amsterdam,2.0,"Mijn klant biedt een uitdagende werkomgeving met voldoende ruimte voor zelfontplooiing.
Als controleleider houd je je voornamelijk bezig met het verrichten van…","[4.1, 6.6]",master,https://www.indeed.nl/rc/clk?jk=026521cdf61887a7&fccid=86a55298a6d106a2&vjs=3,One Arrow,recruiter,2022-06-23 00:24:11,auditor,indeed.nl,True
03b94197ceb29142,Financial Compliance and Reporting Spec.,2022-05-24,Postcode 6167 in Geleen,79.0,"Prepare the quarterly and full year financial statements for the ARLANXEO Group and alignment with the Group auditor.
Fluent in English (verbal and written).",[],master,https://www.indeed.nl/rc/clk?jk=03b94197ceb29142&fccid=3fa6fb4572c25ccd&vjs=3,ARLANXEO,employer,2022-06-23 00:23:52,auditor,indeed.nl,True
0486e6c6d949de5b,Operational Risk Manager,2022-05-24,Schiphol,253.0,"Preparation of ISAE reporting and supervision of external auditor during testing.
This department is responsible for coordinating risk management for both the…",[],master,https://www.indeed.nl/rc/clk?jk=0486e6c6d949de5b&fccid=c9b9e477b3c84b4d&vjs=3,CBRE,employer,2022-06-23 00:23:52,auditor,indeed.nl,True
048a80235a2fe830,Internal Auditor,2022-05-24,Zaandam,30.0,"Within several business processes (such as marketing, commerce, logistics, real estate, supply chain, IT) you will investigate if the operational processes…","[70.0, 80.0]",master,https://www.indeed.nl/rc/clk?jk=048a80235a2fe830&fccid=c3f215f3f2d5561b&vjs=3,ahold,employer,2022-06-23 00:23:52,auditor,indeed.nl,False
04f6f2fc69d392d8,Finance Manager,2022-05-24,Vlaardingen,797.0,To manage the annual audit process in conjunction with the appointed auditors to ensure statutory accounts are produced within the required deadlines.,[],master,https://www.indeed.nl/rc/clk?jk=04f6f2fc69d392d8&fccid=954e55536232ffe0&vjs=3,Catenon,recruiter,2022-06-23 00:24:11,auditor,indeed.nl,True
0556c8beb8235beb,EMEA Head of Group and Financial Control,2022-05-24,Hoofddorp,822.0,"Become the key contact for external auditors.
A problem solver with a keen eye for detail, you’ll make sure our teams work accurately in a time-pressured…",[],master,https://www.indeed.nl/rc/clk?jk=0556c8beb8235beb&fccid=8e1b3eba64c2138d&vjs=3,ASICS,employer,2022-06-23 00:23:52,auditor,indeed.nl,True
059d0a23b7477bef,"Analyst, Prospects and Studies",2022-06-01,Limburg,,"Demonstrated ability to team up and network with a large variety of stakeholders (senior management, other departments including HR units and Finance, staff…",[],master,https://www.indeed.nl/pagead/clk?mo=r&ad=-6NYlbfkN0APe9drEwi-Kbywdygab2dl8_doSw5EZ11Olc7PrDx106wLX4lixki6J_uwC8-JU9A0xlVlzur6ZKjICNoCY1H5ijUyOyJ5GZMdwOR06vPSbv2gOFy9FvDrvoA5Zfr7guHiQoO2EwDFATYqylXL46p-aP1BnMvJP9CwUeDwrEe4300r7RX05KKcZ-z_1lAEe9MmYK24GVH0Q4nUDjzFDRmlQWYlt9vx_JaoSY6ClE-P9V48cqrmafAzAoKqqTzty4VNZ_tCd3uxLEqdPcNtX5DlJ06TORHWjoobHowz5S935q1NyUyTOVtqkVDqVp1WcxOGDmQxV9JVRKqZdp3Z_jU7IKF1A0lIPBRirEhaNSFJf4C6HZt2IABzQwlYrg_b940LEENGGgW3kj20RKQuhgZaXWG_7NEDhebgcYvls3yhu5pT9ow7p4b9WxhS-fmmcy6v8rMbuDiwE1rdSmQZ5NST&xkcb=SoCF-_M3cG4UVRh9Zz0KbzkdCdPP&p=9&fvj=0&vjs=3,European Patent Office (EPO),employer,2022-06-23 00:23:52,auditor,indeed.nl,True
