job_id,job_title,job_date,job_loc,city_id,job_summary,job_salary,job_education,job_url,company_name,company_type,search_time,search_position,source,search_qualified
0031e33b6d7d2877,Business Controller,2022-05-24,Postcode 5211 in Den Bosch,14.0,"As Business Controller in this position, you focus on our sourcing department, however you will develop a broad view of the business.",[],master,https://www.indeed.nl/rc/clk?jk=0031e33b6d7d2877&fccid=a125e42080372f4c&vjs=3,BrandLoyalty,employer,2022-06-23 00:43:37,accountancy,indeed.nl,True
0050aa937f8a35f3,Subcontractor Verifier,2022-05-24,Rotterdam,4.0,"Position Type:Contractor On Demand.
U bent verantwoordelijk voor de planning en uitvoering van verificaties van de broeikasgasemissies bij onze klanten, evenals…",[],master,https://www.indeed.nl/rc/clk?jk=0050aa937f8a35f3&fccid=51e6d37e31a6306f&vjs=3,Lloyd's Register Group,employer,2022-06-23 00:39:13,auditor,indeed.nl,False
00dbfe0d00c8a097,Business Controller,2022-05-24,Postcode 2964 in Groot-Ammers,650.0,"Je bent verantwoordelijk voor de regio’s midden en noord.
Je draagt bij aan de transitie van administratie naar regio control.",[],master,https://www.indeed.nl/rc/clk?jk=00dbfe0d00c8a097&fccid=b276dfdf5b2d0aae&vjs=3,Mourik Industry,employer,2022-06-23 00:45:45,RA,indeed.nl,True
013ac2bf6f7f6fb4,Credit Model Strategist,2022-06-22,Thuiswerken in Postcode 3521 in Utrecht,3.0,"Manage stakeholders like regulators and auditors.
Help coordinate the bank’s efforts surrounding the credit models, reporting to auditor and regulators.",[],master,https://www.indeed.nl/rc/clk?jk=013ac2bf6f7f6fb4&fccid=db0b8cca1616eafb&vjs=3,Rabobank,employer,2022-06-23 00:39:13,auditor,indeed.nl,True
01418fd11e2ab279,"Intern Farmakunde, Science Business & Management - Quality Management System",2022-05-24,Boxmeer,102.0,"Providing supporting materials regarding PV activities.
The improvement of the existing QMS.
High level knowledge on veterinary Good Distribution Practices (GDP…",[],master,https://www.indeed.nl/rc/clk?jk=01418fd11e2ab279&fccid=3c0bf511b4a29309&vjs=3,MSD,employer,2022-06-23 00:45:45,RA,indeed.nl,False
017be7eea0ced61c,Assistent Accountant RA,2022-05-24,Thuiswerken in Amsterdam+3 plaatsen,2.0,"Bij onze klant draait het om mensen.
Onze klant biedt een professionele werkomgeving, waarin je kennis en vaardigheden verder ontwikkeld worden.","[2800, 3500]",master,https://www.indeed.nl/pagead/clk?mo=r&ad=-6NYlbfkN0B4z9ZEUK6GFTQMxINYuMRVcJcKjmC0L4dY-ryV_BXJSTkbORYn-frE4Hoi1I_GTmQAKAvB1KNN8Mrvga6wf0ujl7FN_0h0GAf1ZXnBRprZtE2QAuTOGsJv9oukI1jPoOhW9rBbERoB7wW_gz07yUQrDds97FxTm1FXXKXQCfk0l54GPPoo-YIimEoV1bDChJyHaYu0rV0PbeCIQ-dRmXmZStk9HEdJHvupJFehHBkxu5qhvnDQ1KAyxihCT6Kpxt-uIKF1upo6LqHOCwr_RsdPtSDHpn9yR-1Gi84BXcjHdz13aRFn7YZKHNKtUvXjFthUAFsjc3pyesk1d0r_1kuxzV-T6SLzPWWCKslyCGVryEoPVBZ0f9cY-i8DInaq5EIIDtvd2yGlSKsfMiGzWb3g4TxUXMzsgNf3wzUXya34V7f6ZfqIUMzmLnOLSrzkj-Zvj5246lfK-BW6oMgsi6W3UWWJAoE0VhE=&xkcb=SoC--_M3cG6w-fepip0LbzkdCdPP&p=0&fvj=1&vjs=3,Trig-R,recruiter,2022-06-23 00:46:12,RA,indeed.nl,True
022aa65b28ff04e4,Junior Consultant Corporate Finance,2022-05-24,Breda,8.0,"Als Junior Corporate Finance Adviseur houd je je bezig met strategische vraagstukken, waardebepalingen, overnamebegeleiding, financierings- en…","[2500, 3000]",master,https://www.indeed.nl/rc/clk?jk=022aa65b28ff04e4&fccid=4370fd483c9140b3&vjs=3,Rousch,recruiter,2022-06-23 00:44:40,accountancy,indeed.nl,False
026521cdf61887a7,Controleleider,2022-05-24,Amsterdam,2.0,"Mijn klant biedt een uitdagende werkomgeving met voldoende ruimte voor zelfontplooiing.
Als controleleider houd je je voornamelijk bezig met het verrichten van…","[4100, 6600]",master,https://www.indeed.nl/rc/clk?jk=026521cdf61887a7&fccid=86a55298a6d106a2&vjs=3,One Arrow,recruiter,2022-06-23 00:46:12,RA,indeed.nl,True
02b97913e14a5ab0,Consultant Executive Compensation and Board Advisory,2022-05-24,Amstelveen noord,803.0,"In-depth knowledge of tax, corporate finance, regulatory and accounting requirements in order to design executive compensation plans including: annual, equity,…",[],master,https://www.indeed.nl/rc/clk?jk=02b97913e14a5ab0&fccid=fcd059ccedda91fb&vjs=3,Willis Towers Watson,employer,2022-06-23 00:43:37,accountancy,indeed.nl,False
03141a25af085c56,Corporate Recruiter,2022-06-04,Postcode 2512 in Den Haag,1.0,"Wolters Kluwer is wereldwijd georganiseerd in vier divisies: Tax & Accounting, Legal & Regulatory, Health & Pharma Solutions, Financial & Compliance Services,…",[],master,https://www.indeed.nl/rc/clk?jk=03141a25af085c56&fccid=3f250a1aeb39a426&vjs=3,Yacht,recruiter,2022-06-23 00:44:40,accountancy,indeed.nl,False
